NAME,FIELD_NUMBER,LENGTH,WIDTH,LATITUDE,LONGITUDE,LOCATION,Geometry Point
St. Richard,2,180,90,53.44725041258844,-113.4278870432343,"(53.44725041258844, -113.4278870432343)",POINT (-113.4278870432343 53.44725041258844)
Kirkness,3,155,95,53.61273916120768,-113.38879949521728,"(53.61273916120768, -113.38879949521728)",POINT (-113.38879949521728 53.61273916120768)
St. Martin,1,180,130,53.48959699561292,-113.5231217711674,"(53.48959699561292, -113.5231217711674)",POINT (-113.5231217711674 53.48959699561292)
Confederation,5,180,100,53.48228027550539,-113.52045162818384,"(53.48228027550539, -113.52045162818384)",POINT (-113.52045162818384 53.48228027550539)
Kernohan,6,180,75,53.59160610325627,-113.38143350934587,"(53.59160610325627, -113.38143350934587)",POINT (-113.38143350934587 53.59160610325627)
Keheewin,7,180,90,53.449858354802274,-113.50372019717811,"(53.449858354802274, -113.50372019717811)",POINT (-113.50372019717811 53.449858354802274)
St. Mary,2,300,180,53.47501250569648,-113.5860169489254,"(53.47501250569648, -113.5860169489254)",POINT (-113.5860169489254 53.47501250569648)
Klarvatten,4,240,150,53.634214300639535,-113.47425523725613,"(53.634214300639535, -113.47425523725613)",POINT (-113.47425523725613 53.634214300639535)
Youngstown,2,195,100,53.54585649910182,-113.60431420337436,"(53.54585649910182, -113.60431420337436)",POINT (-113.60431420337436 53.54585649910182)
Victoria HS,2,220,140,53.55449671111431,-113.49892420185601,"(53.55449671111431, -113.49892420185601)",POINT (-113.49892420185601 53.55449671111431)
North Edmonton,2,150,90,53.586489172611664,-113.44893804420077,"(53.586489172611664, -113.44893804420077)",POINT (-113.44893804420077 53.586489172611664)
Winterburn,1,270,180,53.53532908395584,-113.68634083007053,"(53.53532908395584, -113.68634083007053)",POINT (-113.68634083007053 53.53532908395584)
Rideau Park,1,180,90,53.477732305049784,-113.5052415764877,"(53.477732305049784, -113.5052415764877)",POINT (-113.5052415764877 53.477732305049784)
M Butterworth,8,300,135,53.62461737388815,-113.50556245052209,"(53.62461737388815, -113.50556245052209)",POINT (-113.50556245052209 53.62461737388815)
Carlisle Park,5,240,180,53.60427104049318,-113.52633838245279,"(53.60427104049318, -113.52633838245279)",POINT (-113.52633838245279 53.60427104049318)
Meadowlark,1,240,130,53.5254415165332,-113.59534803610319,"(53.5254415165332, -113.59534803610319)",POINT (-113.59534803610319 53.5254415165332)
Laurier Heights,4,150,90,53.516571204839245,-113.56740790791703,"(53.516571204839245, -113.56740790791703)",POINT (-113.56740790791703 53.516571204839245)
Tawa Park,2,330,210,53.46316134477826,-113.42511097385298,"(53.46316134477826, -113.42511097385298)",POINT (-113.42511097385298 53.46316134477826)
Westglen,4,180,100,53.55459132149013,-113.54347311832815,"(53.55459132149013, -113.54347311832815)",POINT (-113.54347311832815 53.55459132149013)
Kaskitayo,1,300,210,53.45024572465695,-113.51009963192523,"(53.45024572465695, -113.51009963192523)",POINT (-113.51009963192523 53.45024572465695)
JA Fife,1,240,170,53.61347848094813,-113.46225315897752,"(53.61347848094813, -113.46225315897752)",POINT (-113.46225315897752 53.61347848094813)
Westmount,1,235,130,53.561391466271594,-113.54706509158869,"(53.561391466271594, -113.54706509158869)",POINT (-113.54706509158869 53.561391466271594)
Princeton,1,300,180,53.59109971775144,-113.45853088467587,"(53.59109971775144, -113.45853088467587)",POINT (-113.45853088467587 53.59109971775144)
Bishop Savaryn,7,240,150,53.622969121424106,-113.50726789243186,"(53.622969121424106, -113.50726789243186)",POINT (-113.50726789243186 53.622969121424106)
Glastonbury,1,300,180,53.50656231389037,-113.6705007333356,"(53.50656231389037, -113.6705007333356)",POINT (-113.6705007333356 53.50656231389037)
McArthur,3,150,80,53.59651997953723,-113.55115330791156,"(53.59651997953723, -113.55115330791156)",POINT (-113.55115330791156 53.59651997953723)
Allard Park,1,330,200,53.39953422326465,-113.53375623949336,"(53.39953422326465, -113.53375623949336)",POINT (-113.53375623949336 53.39953422326465)
St. Martha,1,235,135,53.506653706579826,-113.63703063597099,"(53.506653706579826, -113.63703063597099)",POINT (-113.63703063597099 53.506653706579826)
Silver Berry W,3,300,195,53.459018817810055,-113.38340831099899,"(53.459018817810055, -113.38340831099899)",POINT (-113.38340831099899 53.459018817810055)
St. Philip,4,300,180,53.60819370185031,-113.47444751190274,"(53.60819370185031, -113.47444751190274)",POINT (-113.47444751190274 53.60819370185031)
Edmonton Minor Soccer Association,4,330,210,53.42921570848673,-113.40831541200922,"(53.42921570848673, -113.40831541200922)",POINT (-113.40831541200922 53.42921570848673)
Borden Park,1,240,180,53.56226361219221,-113.46138823286614,"(53.56226361219221, -113.46138823286614)",POINT (-113.46138823286614 53.56226361219221)
Weinlos,5,300,200,53.460308041509045,-113.4139151070629,"(53.460308041509045, -113.4139151070629)",POINT (-113.4139151070629 53.460308041509045)
Parkview,1,300,180,53.52584042297615,-113.56773511210844,"(53.52584042297615, -113.56773511210844)",POINT (-113.56773511210844 53.52584042297615)
St. Justin,1,180,100,53.517757194472566,-113.62072290202208,"(53.517757194472566, -113.62072290202208)",POINT (-113.62072290202208 53.517757194472566)
Horse Hills,2,330,210,53.655978562064554,-113.34065978371352,"(53.655978562064554, -113.34065978371352)",POINT (-113.34065978371352 53.655978562064554)
Casselman,2,180,100,53.612024866812185,-113.41875250255565,"(53.612024866812185, -113.41875250255565)",POINT (-113.41875250255565 53.612024866812185)
St. Kateri,3,250,160,53.4752056071835,-113.4014056891973,"(53.4752056071835, -113.4014056891973)",POINT (-113.4014056891973 53.4752056071835)
Our Lady of Peace,1,180,100,53.55557368776952,-113.59622561648683,"(53.55557368776952, -113.59622561648683)",POINT (-113.59622561648683 53.55557368776952)
Riverdale,1,180,100,53.54357504894727,-113.4668950695293,"(53.54357504894727, -113.4668950695293)",POINT (-113.4668950695293 53.54357504894727)
Pkdale,2,140,105,53.5687745774628,-113.47203723177098,"(53.5687745774628, -113.47203723177098)",POINT (-113.47203723177098 53.5687745774628)
St. Teresa,6,270,160,53.459158280698944,-113.52708456984178,"(53.459158280698944, -113.52708456984178)",POINT (-113.52708456984178 53.459158280698944)
LaPerle E,3,270,170,53.53208590466842,-113.63425884031822,"(53.53208590466842, -113.63425884031822)",POINT (-113.63425884031822 53.53208590466842)
Allendale,2,240,130,53.50042443209729,-113.50411392769172,"(53.50042443209729, -113.50411392769172)",POINT (-113.50411392769172 53.50042443209729)
Grovenor,1,240,150,53.54540954379754,-113.56673657024672,"(53.54540954379754, -113.56673657024672)",POINT (-113.56673657024672 53.54540954379754)
St. Thomas More,1,270,110,53.534400983008126,-113.60846469425175,"(53.534400983008126, -113.60846469425175)",POINT (-113.60846469425175 53.534400983008126)
Windsor Park,2,150,90,53.52424459551229,-113.53641021321593,"(53.52424459551229, -113.53641021321593)",POINT (-113.53641021321593 53.52424459551229)
Ramsey Heights,2,180,100,53.482970487132256,-113.58072420235018,"(53.482970487132256, -113.58072420235018)",POINT (-113.58072420235018 53.482970487132256)
Queen Mary Park,2,150,90,53.55589270514846,-113.51326548648116,"(53.55589270514846, -113.51326548648116)",POINT (-113.51326548648116 53.55589270514846)
Velma E Baker,4,330,190,53.4798554982847,-113.38271198075974,"(53.4798554982847, -113.38271198075974)",POINT (-113.38271198075974 53.4798554982847)
Velma E Baker,3,300,170,53.47976904751761,-113.38369800021836,"(53.47976904751761, -113.38369800021836)",POINT (-113.38369800021836 53.47976904751761)
LaPerle W,5,175,100,53.53293978921058,-113.6466524482508,"(53.53293978921058, -113.6466524482508)",POINT (-113.6466524482508 53.53293978921058)
WP Wagner,3,240,80,53.499265144521225,-113.45400272293217,"(53.499265144521225, -113.45400272293217)",POINT (-113.45400272293217 53.499265144521225)
Crawford Plains,2,300,130,53.441626709621765,-113.40620631426974,"(53.441626709621765, -113.40620631426974)",POINT (-113.40620631426974 53.441626709621765)
Richard Secord,1,180,90,53.47702631796304,-113.53336816717444,"(53.47702631796304, -113.53336816717444)",POINT (-113.53336816717444 53.47702631796304)
Katherine Therrien,6,210,140,53.61237749144217,-113.52788233822609,"(53.61237749144217, -113.52788233822609)",POINT (-113.52788233822609 53.61237749144217)
Kaskitayo,2,330,210,53.45168336099572,-113.51129080575332,"(53.45168336099572, -113.51129080575332)",POINT (-113.51129080575332 53.45168336099572)
Ellerslie,1,300,170,53.428204063389735,-113.44081110027257,"(53.428204063389735, -113.44081110027257)",POINT (-113.44081110027257 53.428204063389735)
Menisa,3,235,125,53.44385829130428,-113.4483001812779,"(53.44385829130428, -113.4483001812779)",POINT (-113.4483001812779 53.44385829130428)
Bearspaw,1,300,160,53.44419981344537,-113.49981114707649,"(53.44419981344537, -113.49981114707649)",POINT (-113.49981114707649 53.44419981344537)
Father Leo Green,2,150,90,53.608266870866125,-113.45636814695315,"(53.608266870866125, -113.45636814695315)",POINT (-113.45636814695315 53.608266870866125)
St. Basil,3,190,100,53.567215868351106,-113.49764917626807,"(53.567215868351106, -113.49764917626807)",POINT (-113.49764917626807 53.567215868351106)
Montrose,1,180,120,53.57259319451846,-113.43421851576818,"(53.57259319451846, -113.43421851576818)",POINT (-113.43421851576818 53.57259319451846)
Greenview,5,180,70,53.475214790548236,-113.42740144217709,"(53.475214790548236, -113.42740144217709)",POINT (-113.42740144217709 53.475214790548236)
Bannerman,1,180,120,53.60435699138084,-113.3801428170705,"(53.60435699138084, -113.3801428170705)",POINT (-113.3801428170705 53.60435699138084)
Cameron Heights,1,330,210,53.47474616289908,-113.63737665015887,"(53.47474616289908, -113.63737665015887)",POINT (-113.63737665015887 53.47474616289908)
Fulton Place,1,135,80,53.54597347227946,-113.42441974360867,"(53.54597347227946, -113.42441974360867)",POINT (-113.42441974360867 53.54597347227946)
Elsinore,2,180,100,53.64129340161685,-113.50523738225647,"(53.64129340161685, -113.50523738225647)",POINT (-113.50523738225647 53.64129340161685)
Ozerna,1,330,210,53.62128347368934,-113.44977108542138,"(53.62128347368934, -113.44977108542138)",POINT (-113.44977108542138 53.62128347368934)
Virginia Pk,2,140,135,53.56084591807068,-113.44830473603155,"(53.56084591807068, -113.44830473603155)",POINT (-113.44830473603155 53.56084591807068)
ME Lazerte,2,330,210,53.608678550118874,-113.44597146295571,"(53.608678550118874, -113.44597146295571)",POINT (-113.44597146295571 53.608678550118874)
St. Mary,1,150,90,53.47540273207394,-113.58643296313286,"(53.47540273207394, -113.58643296313286)",POINT (-113.58643296313286 53.47540273207394)
St. Gabriel,2,240,160,53.55123749115608,-113.42342930204119,"(53.55123749115608, -113.42342930204119)",POINT (-113.42342930204119 53.55123749115608)
Bishop Greschuk,2,240,150,53.63609764830598,-113.48255981804552,"(53.63609764830598, -113.48255981804552)",POINT (-113.48255981804552 53.63609764830598)
Richard Secord,3,240,150,53.47843383975485,-113.53499736326448,"(53.47843383975485, -113.53499736326448)",POINT (-113.53499736326448 53.47843383975485)
Our Lady Of Victories,1,240,150,53.514136113668215,-113.59403395452976,"(53.514136113668215, -113.59403395452976)",POINT (-113.59403395452976 53.514136113668215)
Riverdale,2,240,150,53.54358399499161,-113.46921451131051,"(53.54358399499161, -113.46921451131051)",POINT (-113.46921451131051 53.54358399499161)
Mee Yah Noh,1,185,105,53.588304904773274,-113.4827888620766,"(53.588304904773274, -113.4827888620766)",POINT (-113.4827888620766 53.588304904773274)
George Luck,4,180,100,53.47272693093143,-113.57449516937317,"(53.47272693093143, -113.57449516937317)",POINT (-113.57449516937317 53.47272693093143)
Sifton,1,330,210,53.59581899157675,-113.41019412004357,"(53.59581899157675, -113.41019412004357)",POINT (-113.41019412004357 53.59581899157675)
Athlone,1,240,150,53.58812362180527,-113.54593866714895,"(53.58812362180527, -113.54593866714895)",POINT (-113.54593866714895 53.58812362180527)
Dan Knott,1,270,170,53.44651554341929,-113.45529080141007,"(53.44651554341929, -113.45529080141007)",POINT (-113.45529080141007 53.44651554341929)
École Michaëlle-Jean,3,240,90,53.53969827593372,-113.45509356286347,"(53.53969827593372, -113.45509356286347)",POINT (-113.45509356286347 53.53969827593372)
Bisset,2,180,90,53.46014848361085,-113.39984433478635,"(53.46014848361085, -113.39984433478635)",POINT (-113.39984433478635 53.46014848361085)
Kenilworth,1,240,180,53.52266299763006,-113.43512696982386,"(53.52266299763006, -113.43512696982386)",POINT (-113.43512696982386 53.52266299763006)
Confederation,6,330,180,53.4816191951905,-113.5214811089382,"(53.4816191951905, -113.5214811089382)",POINT (-113.5214811089382 53.4816191951905)
St. Anne,4,180,100,53.60367775203124,-113.48363024993907,"(53.60367775203124, -113.48363024993907)",POINT (-113.48363024993907 53.60367775203124)
Glengarry,1,300,180,53.594569438504365,-113.48393028095504,"(53.594569438504365, -113.48393028095504)",POINT (-113.48393028095504 53.594569438504365)
Westmount,2,180,100,53.55526278590355,-113.54357941957869,"(53.55526278590355, -113.54357941957869)",POINT (-113.54357941957869 53.55526278590355)
Virginia Pk,1,180,75,53.56103670555034,-113.44958147932473,"(53.56103670555034, -113.44958147932473)",POINT (-113.44958147932473 53.56103670555034)
St. John Bosco,2,180,100,53.6212956726715,-113.45879211904406,"(53.6212956726715, -113.45879211904406)",POINT (-113.45879211904406 53.6212956726715)
St. Matthew,3,150,100,53.591279222523866,-113.47486441567443,"(53.591279222523866, -113.47486441567443)",POINT (-113.47486441567443 53.591279222523866)
McKee,3,240,150,53.486499884922296,-113.50956917640178,"(53.486499884922296, -113.50956917640178)",POINT (-113.50956917640178 53.486499884922296)
Abbottsfield,3,150,90,53.57444053050474,-113.3916098606139,"(53.57444053050474, -113.3916098606139)",POINT (-113.3916098606139 53.57444053050474)
Avalon,1,330,170,53.493171363017055,-113.52543496341788,"(53.493171363017055, -113.52543496341788)",POINT (-113.52543496341788 53.493171363017055)
Malmo,1,290,210,53.484742025639285,-113.53160816210338,"(53.484742025639285, -113.53160816210338)",POINT (-113.53160816210338 53.484742025639285)
Aldergrove,3,180,100,53.52023378803532,-113.63496174702254,"(53.52023378803532, -113.63496174702254)",POINT (-113.63496174702254 53.52023378803532)
George Luck,6,150,70,53.47419595825024,-113.57419588090576,"(53.47419595825024, -113.57419588090576)",POINT (-113.57419588090576 53.47419595825024)
Edmonton Minor Soccer Association,5,330,210,53.429209562903935,-113.40707606028896,"(53.429209562903935, -113.40707606028896)",POINT (-113.40707606028896 53.429209562903935)
St. Paul,1,150,90,53.533433394956894,-113.57215948964581,"(53.533433394956894, -113.57215948964581)",POINT (-113.57215948964581 53.533433394956894)
Clareview Park,4,330,210,53.601549546596644,-113.40569412276827,"(53.601549546596644, -113.40569412276827)",POINT (-113.40569412276827 53.601549546596644)
Minchau,3,150,90,53.46826368742533,-113.40704223082211,"(53.46826368742533, -113.40704223082211)",POINT (-113.40704223082211 53.46826368742533)
Callingwood Park,5,180,100,53.507977678609734,-113.62167329239124,"(53.507977678609734, -113.62167329239124)",POINT (-113.62167329239124 53.507977678609734)
Beaumaris,1,240,150,53.61666897325738,-113.4986327744682,"(53.61666897325738, -113.4986327744682)",POINT (-113.4986327744682 53.61666897325738)
McNally,2,330,180,53.54686906874943,-113.45939101745468,"(53.54686906874943, -113.45939101745468)",POINT (-113.45939101745468 53.54686906874943)
RJ Scott,1,180,120,53.56927167255639,-113.40150036482322,"(53.56927167255639, -113.40150036482322)",POINT (-113.40150036482322 53.56927167255639)
Miller,1,330,210,53.613979082114376,-113.41531502406883,"(53.613979082114376, -113.41531502406883)",POINT (-113.41531502406883 53.613979082114376)
Blue Quill,2,180,100,53.459139919469344,-113.52177680768193,"(53.459139919469344, -113.52177680768193)",POINT (-113.52177680768193 53.459139919469344)
Terwillegar Towne,3,150,100,53.44887829413651,-113.57415585621754,"(53.44887829413651, -113.57415585621754)",POINT (-113.57415585621754 53.44887829413651)
Vernon Barford,3,240,150,53.47422815968511,-113.53988348286873,"(53.47422815968511, -113.53988348286873)",POINT (-113.53988348286873 53.47422815968511)
Ekota,1,300,220,53.447689244705,-113.44329915841624,"(53.447689244705, -113.44329915841624)",POINT (-113.44329915841624 53.447689244705)
Afton,1,210,150,53.52763011687787,-113.60900708324847,"(53.52763011687787, -113.60900708324847)",POINT (-113.60900708324847 53.52763011687787)
Delton,1,175,80,53.57649518804527,-113.47899328611578,"(53.57649518804527, -113.47899328611578)",POINT (-113.47899328611578 53.57649518804527)
Kameyosek,1,240,180,53.46143646330165,-113.44396041192994,"(53.46143646330165, -113.44396041192994)",POINT (-113.44396041192994 53.46143646330165)
Holy Family,1,150,90,53.44645189369749,-113.40665644723171,"(53.44645189369749, -113.40665644723171)",POINT (-113.40665644723171 53.44645189369749)
Tomlinson Park,1,300,210,53.44933890949305,-113.58464407531166,"(53.44933890949305, -113.58464407531166)",POINT (-113.58464407531166 53.44933890949305)
Hillview,6,180,90,53.46914148407901,-113.42757274954282,"(53.46914148407901, -113.42757274954282)",POINT (-113.42757274954282 53.46914148407901)
Castle Downs,2,330,210,53.61944422865652,-113.51948091188774,"(53.61944422865652, -113.51948091188774)",POINT (-113.51948091188774 53.61944422865652)
Bishop Greschuk,1,180,100,53.63550516859913,-113.48128817879449,"(53.63550516859913, -113.48128817879449)",POINT (-113.48128817879449 53.63550516859913)
Rosslyn,2,310,205,53.59384494088868,-113.51488694324125,"(53.59384494088868, -113.51488694324125)",POINT (-113.51488694324125 53.59384494088868)
Beaumaris,3,240,150,53.61710155663091,-113.4966144232293,"(53.61710155663091, -113.4966144232293)",POINT (-113.4966144232293 53.61710155663091)
HE Beriault,4,330,225,53.51487798902754,-113.60817483694181,"(53.51487798902754, -113.60817483694181)",POINT (-113.60817483694181 53.51487798902754)
Our Lady Of Victories,2,150,90,53.51489939265569,-113.59347522334299,"(53.51489939265569, -113.59347522334299)",POINT (-113.59347522334299 53.51489939265569)
Casselman,1,180,100,53.61203068984794,-113.41970208734966,"(53.61203068984794, -113.41970208734966)",POINT (-113.41970208734966 53.61203068984794)
LaPerle W,6,180,100,53.53246042397249,-113.64744276592009,"(53.53246042397249, -113.64744276592009)",POINT (-113.64744276592009 53.53246042397249)
Lynnwood,1,240,130,53.51609997379897,-113.58901758188006,"(53.51609997379897, -113.58901758188006)",POINT (-113.58901758188006 53.51609997379897)
Fraser,1,240,120,53.6117618546686,-113.37492309357647,"(53.6117618546686, -113.37492309357647)",POINT (-113.37492309357647 53.6117618546686)
John Paul I,3,240,180,53.47108678774129,-113.42675156340233,"(53.47108678774129, -113.42675156340233)",POINT (-113.42675156340233 53.47108678774129)
Old Scona,1,150,90,53.51987931233844,-113.50317600328168,"(53.51987931233844, -113.50317600328168)",POINT (-113.50317600328168 53.51987931233844)
Poplar Park,7,300,180,53.628424691853446,-113.4721031602916,"(53.628424691853446, -113.4721031602916)",POINT (-113.4721031602916 53.628424691853446)
John Thompson,2,330,210,53.59024705191294,-113.55435274355632,"(53.59024705191294, -113.55435274355632)",POINT (-113.55435274355632 53.59024705191294)
JH Picard,1,330,180,53.50821486992107,-113.48461833380391,"(53.50821486992107, -113.48461833380391)",POINT (-113.48461833380391 53.50821486992107)
Kiniski Gardens,2,270,160,53.47791347871743,-113.40873831569685,"(53.47791347871743, -113.40873831569685)",POINT (-113.40873831569685 53.47791347871743)
St. Mark,1,240,150,53.568212714298944,-113.55329688554963,"(53.568212714298944, -113.55329688554963)",POINT (-113.55329688554963 53.568212714298944)
St. Bonaventure,1,180,120,53.60432458383863,-113.38848783623965,"(53.60432458383863, -113.38848783623965)",POINT (-113.38848783623965 53.60432458383863)
Lymburn,2,270,195,53.50699138373201,-113.64368158247514,"(53.50699138373201, -113.64368158247514)",POINT (-113.64368158247514 53.50699138373201)
Grandview,3,150,110,53.49978236800668,-113.54447261106316,"(53.49978236800668, -113.54447261106316)",POINT (-113.54447261106316 53.49978236800668)
Daly Grove,3,180,100,53.44967185524288,-113.40134395986271,"(53.44967185524288, -113.40134395986271)",POINT (-113.40134395986271 53.44967185524288)
Mee Yah Noh,2,240,150,53.588508802291045,-113.4832790893789,"(53.588508802291045, -113.4832790893789)",POINT (-113.4832790893789 53.588508802291045)
Primrose,1,240,150,53.51678671463887,-113.64803614379841,"(53.51678671463887, -113.64803614379841)",POINT (-113.64803614379841 53.51678671463887)
Clara Tyner,2,330,160,53.53234181544116,-113.43687420413919,"(53.53234181544116, -113.43687420413919)",POINT (-113.43687420413919 53.53234181544116)
Poplar Park,5,140,90,53.62724296796338,-113.47314301833325,"(53.62724296796338, -113.47314301833325)",POINT (-113.47314301833325 53.62724296796338)
St. Richard,1,180,90,53.44724768328129,-113.42731738329147,"(53.44724768328129, -113.42731738329147)",POINT (-113.42731738329147 53.44724768328129)
Waverly,4,180,90,53.52332726255814,-113.43303781939022,"(53.52332726255814, -113.43303781939022)",POINT (-113.43303781939022 53.52332726255814)
Summerlea,2,240,150,53.5276055253636,-113.62265423284822,"(53.5276055253636, -113.62265423284822)",POINT (-113.62265423284822 53.5276055253636)
Bishop Savaryn,1,185,100,53.622202757013795,-113.50707989351575,"(53.622202757013795, -113.50707989351575)",POINT (-113.50707989351575 53.622202757013795)
Mill Creek,1,150,90,53.51530330773274,-113.4799756394386,"(53.51530330773274, -113.4799756394386)",POINT (-113.4799756394386 53.51530330773274)
St. Kateri,4,300,180,53.47483279359608,-113.40158528908967,"(53.47483279359608, -113.40158528908967)",POINT (-113.40158528908967 53.47483279359608)
Kernohan,7,180,90,53.59170707788387,-113.38230169895945,"(53.59170707788387, -113.38230169895945)",POINT (-113.38230169895945 53.59170707788387)
Ogilvie,2,270,170,53.46344741066851,-113.5606013127737,"(53.46344741066851, -113.5606013127737)",POINT (-113.5606013127737 53.46344741066851)
Michael Strembitsky,1,150,90,53.41414691742917,-113.4638058678864,"(53.41414691742917, -113.4638058678864)",POINT (-113.4638058678864 53.41414691742917)
St. Charles,1,180,100,53.632480801803844,-113.50226558003446,"(53.632480801803844, -113.50226558003446)",POINT (-113.50226558003446 53.632480801803844)
Lauderdale,1,240,150,53.58821737471135,-113.50191597160388,"(53.58821737471135, -113.50191597160388)",POINT (-113.50191597160388 53.58821737471135)
Princeton,2,240,150,53.59046050001886,-113.45816365024957,"(53.59046050001886, -113.45816365024957)",POINT (-113.45816365024957 53.59046050001886)
Evansdale,3,180,120,53.60979599931709,-113.48373782572352,"(53.60979599931709, -113.48373782572352)",POINT (-113.48373782572352 53.60979599931709)
Youngstown,3,150,90,53.54573542074998,-113.60377879506474,"(53.54573542074998, -113.60377879506474)",POINT (-113.60377879506474 53.54573542074998)
Henderson Est,1,330,170,53.468245415809804,-113.59612687792342,"(53.468245415809804, -113.59612687792342)",POINT (-113.59612687792342 53.468245415809804)
St. Benedict,6,295,160,53.526095529231,-113.63193956978598,"(53.526095529231, -113.63193956978598)",POINT (-113.63193956978598 53.526095529231)
Satoo,1,240,190,53.44699250546695,-113.45846442499244,"(53.44699250546695, -113.45846442499244)",POINT (-113.45846442499244 53.44699250546695)
Elizabeth Finch,2,150,90,53.62055316562532,-113.55822168781856,"(53.62055316562532, -113.55822168781856)",POINT (-113.55822168781856 53.62055316562532)
Terwillegar South Park,1,270,170,53.440438308424525,-113.57612201346971,"(53.440438308424525, -113.57612201346971)",POINT (-113.57612201346971 53.440438308424525)
Michaels Park,4,240,160,53.47996713473666,-113.45019544946277,"(53.47996713473666, -113.45019544946277)",POINT (-113.45019544946277 53.47996713473666)
Belmont,5,150,90,53.59421144487066,-113.39684596781768,"(53.59421144487066, -113.39684596781768)",POINT (-113.39684596781768 53.59421144487066)
St. Peter,1,250,190,53.51070432274931,-113.52528878957652,"(53.51070432274931, -113.52528878957652)",POINT (-113.52528878957652 53.51070432274931)
St. Vladimir,2,180,120,53.59321287022882,-113.45702037841014,"(53.59321287022882, -113.45702037841014)",POINT (-113.45702037841014 53.59321287022882)
Edmonton Minor Soccer Association,2,330,210,53.430249206191974,-113.40706855692727,"(53.430249206191974, -113.40706855692727)",POINT (-113.40706855692727 53.430249206191974)
McNally,3,330,210,53.54802607966355,-113.46043815057575,"(53.54802607966355, -113.46043815057575)",POINT (-113.46043815057575 53.54802607966355)
Hollick Kenyon,3,150,90,53.62296435012132,-113.42035471004961,"(53.62296435012132, -113.42035471004961)",POINT (-113.42035471004961 53.62296435012132)
Dunluce,1,300,180,53.62269970413632,-113.52542253310115,"(53.62269970413632, -113.52542253310115)",POINT (-113.52542253310115 53.62269970413632)
Crestwood,2,330,180,53.53434613035908,-113.56951665887686,"(53.53434613035908, -113.56951665887686)",POINT (-113.56951665887686 53.53434613035908)
Garth Worthington,2,240,170,53.40352518465657,-113.56177108165504,"(53.40352518465657, -113.56177108165504)",POINT (-113.56177108165504 53.40352518465657)
Elizabeth Finch,1,330,210,53.61954906340672,-113.55896687503981,"(53.61954906340672, -113.55896687503981)",POINT (-113.55896687503981 53.61954906340672)
JA Fife,2,240,150,53.61278664357335,-113.46064760791255,"(53.61278664357335, -113.46064760791255)",POINT (-113.46064760791255 53.61278664357335)
Dunluce,4,330,210,53.62109210503245,-113.52362486429276,"(53.62109210503245, -113.52362486429276)",POINT (-113.52362486429276 53.62109210503245)
St. Dominic,4,180,90,53.60726472517799,-113.43266280833616,"(53.60726472517799, -113.43266280833616)",POINT (-113.43266280833616 53.60726472517799)
Anne Fitzgerald,1,180,65,53.595098165985206,-113.38260426175218,"(53.595098165985206, -113.38260426175218)",POINT (-113.38260426175218 53.595098165985206)
Silver Berry E,6,150,90,53.457487159477296,-113.37872328723041,"(53.457487159477296, -113.37872328723041)",POINT (-113.37872328723041 53.457487159477296)
Archbishop MacDonald,3,330,200,53.553897082622946,-113.56774086305235,"(53.553897082622946, -113.56774086305235)",POINT (-113.56774086305235 53.553897082622946)
Hillcrest,1,180,100,53.51534017261897,-113.6038365094414,"(53.51534017261897, -113.6038365094414)",POINT (-113.6038365094414 53.51534017261897)
Laurier Heights,5,150,90,53.51656949808859,-113.5669325762103,"(53.51656949808859, -113.5669325762103)",POINT (-113.5669325762103 53.51656949808859)
Lady Prairies,1,180,100,53.499007246305055,-113.62629784573913,"(53.499007246305055, -113.62629784573913)",POINT (-113.62629784573913 53.499007246305055)
Caernarvon,2,180,105,53.6089241858206,-113.52680623749868,"(53.6089241858206, -113.52680623749868)",POINT (-113.52680623749868 53.6089241858206)
Webber Greens Park,2,300,180,53.52954585741658,-113.67892989988893,"(53.52954585741658, -113.67892989988893)",POINT (-113.67892989988893 53.52954585741658)
Mount Royal,2,240,150,53.56869474932268,-113.42331244104419,"(53.56869474932268, -113.42331244104419)",POINT (-113.42331244104419 53.56869474932268)
Glenora,2,240,140,53.54356979263721,-113.5549319983547,"(53.54356979263721, -113.5549319983547)",POINT (-113.5549319983547 53.54356979263721)
Ogilvie,1,180,90,53.463474396790005,-113.5615447935108,"(53.463474396790005, -113.5615447935108)",POINT (-113.5615447935108 53.463474396790005)
Parkview,2,240,150,53.52545846482599,-113.56865684227084,"(53.52545846482599, -113.56865684227084)",POINT (-113.56865684227084 53.52545846482599)
Hollick Kenyon,2,240,180,53.622463723898285,-113.42137694939818,"(53.622463723898285, -113.42137694939818)",POINT (-113.42137694939818 53.622463723898285)
Notre Dame,2,240,145,53.52363556003287,-113.58719260155348,"(53.52363556003287, -113.58719260155348)",POINT (-113.58719260155348 53.52363556003287)
Dunluce,2,240,150,53.622661536827735,-113.52527869116962,"(53.622661536827735, -113.52527869116962)",POINT (-113.52527869116962 53.622661536827735)
Lago Lindo,1,180,150,53.635796099702965,-113.48580886599072,"(53.635796099702965, -113.48580886599072)",POINT (-113.48580886599072 53.635796099702965)
Donnan,1,300,200,53.5146955977391,-113.45946298670616,"(53.5146955977391, -113.45946298670616)",POINT (-113.45946298670616 53.5146955977391)
Belmont,4,180,90,53.594459195265614,-113.3934555302002,"(53.594459195265614, -113.3934555302002)",POINT (-113.3934555302002 53.594459195265614)
